GENE	QUES	P	CARRIER_1	CARRIER_0	NONCARRIER_1	NONCARRIER_0
HMGXB4	q06_invented_words	1	3	14	608	3078
HMGXB4	q07_same_over	0.2548726	0	17	338	3347
HMGXB4	q08_particular_way	0.4877561	1	16	541	3284
HMGXB4	q09_expressions_appropriate	0.5597201	12	5	2943	884
HMGXB4	q10_hand_tool	0.3493253	1	16	565	3261
HMGXB4	q11_interest_preoccupy	0.4017991	0	17	231	3594
HMGXB4	q12_parts_object	0.4337831	0	17	252	3579
HMGXB4	q13_interests_intensity	1	2	15	519	3308
HMGXB4	q14_senses	0.4022989	0	16	311	3514
HMGXB4	q15_odd_ways	1	1	16	231	3597
HMGXB4	q16_complicated_movements	0.7361319	1	16	343	3483
HMGXB4	q17_injured_deliberately	0.4092954	0	17	296	3528
HMGXB4	q18_objects_carry	0.2443778	0	17	372	3453
HMGXB4	q19_best_friend	1	13	4	3028	807
HMGXB4	q20_talk_friendly	1	16	1	3565	254
HMGXB4	q21_copy_you	0.7181409	14	3	3274	551
HMGXB4	q22_point_things	1	15	2	3421	396
HMGXB4	q23_gestures_wanted	0.7676162	12	5	2904	918
HMGXB4	q24_nod_head	1	16	1	3561	258
HMGXB4	q25_shake_head	0.4217891	17	0	3590	233
HMGXB4	q26_look_directly	0.6251874	17	0	3642	172
HMGXB4	q27_smile_back	1	17	0	3715	102
HMGXB4	q28_things_interested	1	17	0	3742	73
HMGXB4	q29_share	1	16	1	3613	203
HMGXB4	q30_join_enjoyment	1	17	0	3713	88
HMGXB4	q31_comfort	0.6146927	15	2	3559	251
HMGXB4	q32_help_attention	0.1434283	14	2	3648	162
HMGXB4	q33_range_expressions	1	17	0	3746	63
HMGXB4	q34_copy_actions	1	16	1	3577	238
HMGXB4	q35_make_believe	1	16	1	3611	197
HMGXB4	q36_same_age	0.6341829	16	0	3604	213
HMGXB4	q37_respond_positively	0.6506747	17	0	3647	167
HMGXB4	q38_pay_attention	0.6206897	17	0	3594	214
HMGXB4	q39_imaginative_games	0.2613693	17	0	3469	344
HMGXB4	q40_cooperatively_games	0.4332834	17	0	3574	246
LILRA5	q01_phrases	1	9	0	3726	115
LILRA5	q02_conversation	0.2628686	8	1	3578	117
LILRA5	q03_odd_phrase	0.3668166	0	9	569	3124
LILRA5	q04_inappropriate_question	0.3858071	0	9	556	3142
LILRA5	q05_pronouns_mixed	1	2	7	862	2833
LILRA5	q06_invented_words	0.3783108	0	9	611	3083
LILRA5	q07_same_over	1	1	8	337	3356
LILRA5	q08_particular_way	1	1	8	541	3292
LILRA5	q09_expressions_appropriate	0.6966517	6	3	2949	886
LILRA5	q10_hand_tool	1	1	8	565	3269
LILRA5	q11_interest_preoccupy	0.6691654	0	9	231	3602
LILRA5	q12_parts_object	0.6541729	0	9	252	3587
LILRA5	q13_interests_intensity	1	1	8	520	3315
LILRA5	q14_senses	0.6366817	0	9	311	3521
LILRA5	q15_odd_ways	0.6731634	0	9	232	3604
LILRA5	q16_complicated_movements	1	1	8	343	3491
LILRA5	q17_injured_deliberately	1	1	8	295	3537
LILRA5	q18_objects_carry	0.2138931	2	7	370	3463
LILRA5	q19_best_friend	0.3978011	6	3	3035	808
LILRA5	q20_talk_friendly	0.6541729	9	0	3572	255
LILRA5	q21_copy_you	0.3823088	9	0	3279	554
LILRA5	q22_point_things	1	8	1	3428	397
LILRA5	q23_gestures_wanted	0.1324338	9	0	2907	923
LILRA5	q24_nod_head	1	8	1	3569	258
LILRA5	q25_shake_head	1	8	1	3599	232
LILRA5	q26_look_directly	1	9	0	3650	172
LILRA5	q27_smile_back	1	9	0	3723	102
LILRA5	q28_things_interested	1	9	0	3750	73
LILRA5	q29_share	1	9	0	3620	204
LILRA5	q30_join_enjoyment	1	9	0	3721	88
LILRA5	q31_comfort	1	8	1	3566	252
LILRA5	q32_help_attention	1	8	0	3654	164
LILRA5	q33_range_expressions	1	9	0	3754	63
LILRA5	q34_copy_actions	0.6516742	9	0	3584	239
LILRA5	q35_make_believe	1	9	0	3618	198
LILRA5	q36_same_age	0.6801599	9	0	3611	213
LILRA5	q37_respond_positively	1	9	0	3655	167
LILRA5	q38_pay_attention	0.6826587	9	0	3602	214
LILRA5	q39_imaginative_games	0.6036982	9	0	3477	344
LILRA5	q40_cooperatively_games	0.6451774	9	0	3582	246
TSG101	q01_phrases	0.3283358	12	1	3723	114
TSG101	q02_conversation	0.3258371	11	1	3575	117
TSG101	q03_odd_phrase	1	2	10	567	3123
TSG101	q04_inappropriate_question	0.4132934	3	9	553	3142
TSG101	q05_pronouns_mixed	0.3088456	1	11	863	2829
TSG101	q06_invented_words	0.4257871	3	9	608	3083
TSG101	q07_same_over	1	1	11	337	3353
TSG101	q08_particular_way	1	2	11	540	3289
TSG101	q09_expressions_appropriate	0.5457271	11	2	2944	887
TSG101	q10_hand_tool	1	2	11	564	3266
TSG101	q11_interest_preoccupy	1	1	11	230	3600
TSG101	q12_parts_object	0.6231884	0	13	252	3583
TSG101	q13_interests_intensity	0.4232884	3	10	518	3313
TSG101	q14_senses	1	1	12	310	3518
TSG101	q15_odd_ways	0.6356822	0	13	232	3600
TSG101	q16_complicated_movements	1	1	12	343	3487
TSG101	q17_injured_deliberately	0.6056972	2	11	294	3534
TSG101	q18_objects_carry	0.6351824	2	11	370	3459
TSG101	q19_best_friend	1	9	3	3032	808
TSG101	q20_talk_friendly	0.2028986	11	2	3570	253
TSG101	q21_copy_you	1	11	2	3277	552
TSG101	q22_point_things	0.1404298	10	3	3426	395
TSG101	q23_gestures_wanted	0.08495752	7	6	2909	917
TSG101	q24_nod_head	0.2288856	11	2	3566	257
TSG101	q25_shake_head	1	12	1	3595	232
TSG101	q26_look_directly	1	12	1	3647	171
TSG101	q27_smile_back	0.3028486	12	1	3720	101
TSG101	q28_things_interested	1	13	0	3746	73
TSG101	q29_share	0.02198901	10	3	3619	201
TSG101	q30_join_enjoyment	0.2683658	12	1	3718	87
TSG101	q31_comfort	1	12	1	3562	252
TSG101	q32_help_attention	0.1224388	11	2	3651	162
TSG101	q33_range_expressions	0.183908	12	1	3751	62
TSG101	q34_copy_actions	0.04347826	10	3	3583	236
TSG101	q35_make_believe	1	12	1	3615	197
TSG101	q36_same_age	0.6526737	13	0	3607	213
TSG101	q37_respond_positively	0.107946	11	2	3653	165
TSG101	q38_pay_attention	0.155922	11	2	3600	212
TSG101	q39_imaginative_games	0.6341829	11	2	3475	342
TSG101	q40_cooperatively_games	1	12	1	3579	245
RCE1	q01_phrases	1	12	0	3723	115
RCE1	q02_conversation	1	11	0	3575	118
RCE1	q03_odd_phrase	0.2328836	0	12	569	3121
RCE1	q04_inappropriate_question	0.6821589	1	11	555	3140
RCE1	q05_pronouns_mixed	0.7461269	2	10	862	2830
RCE1	q06_invented_words	0.7086457	1	11	610	3081
RCE1	q07_same_over	0.4197901	0	12	338	3352
RCE1	q08_particular_way	1	2	10	540	3290
RCE1	q09_expressions_appropriate	0.07646177	12	0	2943	889
RCE1	q10_hand_tool	0.7051474	1	11	565	3266
RCE1	q11_interest_preoccupy	0.6396802	0	12	231	3599
RCE1	q12_parts_object	0.6076962	0	12	252	3584
RCE1	q13_interests_intensity	0.7196402	1	11	520	3312
RCE1	q14_senses	0.6456772	0	12	311	3518
RCE1	q15_odd_ways	0.1389305	2	10	230	3603
RCE1	q16_complicated_movements	1	1	11	343	3488
RCE1	q17_injured_deliberately	0.6241879	0	12	296	3533
RCE1	q18_objects_carry	0.3993003	0	12	372	3458
RCE1	q19_best_friend	0.7716142	10	2	3031	809
RCE1	q20_talk_friendly	0.6096952	12	0	3569	255
RCE1	q21_copy_you	0.2248876	12	0	3276	554
RCE1	q22_point_things	0.3858071	12	0	3424	398
RCE1	q23_gestures_wanted	0.08145927	12	0	2904	923
RCE1	q24_nod_head	0.6166917	12	0	3565	259
RCE1	q25_shake_head	0.6526737	12	0	3595	233
RCE1	q26_look_directly	0.6731634	12	0	3647	172
RCE1	q27_smile_back	1	12	0	3720	102
RCE1	q28_things_interested	1	12	0	3747	73
RCE1	q29_share	0.6516742	12	0	3617	204
RCE1	q30_join_enjoyment	1	12	0	3718	88
RCE1	q31_comfort	1	11	1	3563	252
RCE1	q32_help_attention	0.6916542	12	0	3650	164
RCE1	q33_range_expressions	1	12	0	3751	63
RCE1	q34_copy_actions	0.6236882	12	0	3581	239
RCE1	q35_make_believe	0.6546727	12	0	3615	198
RCE1	q36_same_age	0.6451774	12	0	3608	213
RCE1	q37_respond_positively	0.6766617	12	0	3652	167
RCE1	q38_pay_attention	0.6491754	12	0	3599	214
RCE1	q39_imaginative_games	0.4202899	12	0	3474	344
RCE1	q40_cooperatively_games	0.6296852	12	0	3579	246
SDC4	q01_phrases	1	6	0	3729	115
SDC4	q02_conversation	1	6	0	3580	118
SDC4	q03_odd_phrase	1	1	5	568	3128
SDC4	q04_inappropriate_question	0.2313843	2	4	554	3147
SDC4	q05_pronouns_mixed	0.153923	3	3	861	2837
SDC4	q06_invented_words	1	1	5	610	3087
SDC4	q07_same_over	1	1	5	337	3359
SDC4	q08_particular_way	0.03798101	3	3	539	3297
SDC4	q09_expressions_appropriate	0.6171914	4	2	2951	887
SDC4	q10_hand_tool	0.03598201	3	3	563	3274
SDC4	q11_interest_preoccupy	0.3118441	1	5	230	3606
SDC4	q12_parts_object	1	0	6	252	3590
SDC4	q13_interests_intensity	1	1	5	520	3318
SDC4	q14_senses	1	0	6	311	3524
SDC4	q15_odd_ways	1	0	6	232	3607
SDC4	q16_complicated_movements	1	1	5	343	3494
SDC4	q17_injured_deliberately	1	0	6	296	3539
SDC4	q18_objects_carry	0.6301849	0	6	372	3464
SDC4	q19_best_friend	0.6261869	4	2	3037	809
SDC4	q20_talk_friendly	1	6	0	3575	255
SDC4	q21_copy_you	1	5	1	3283	553
SDC4	q22_point_things	1	5	1	3431	397
SDC4	q23_gestures_wanted	1	5	1	2911	922
SDC4	q24_nod_head	1	6	0	3571	259
SDC4	q25_shake_head	1	6	0	3601	233
SDC4	q26_look_directly	1	6	0	3653	172
SDC4	q27_smile_back	1	6	0	3726	102
SDC4	q28_things_interested	1	6	0	3753	73
SDC4	q29_share	1	6	0	3623	204
SDC4	q30_join_enjoyment	1	6	0	3724	88
SDC4	q31_comfort	1	6	0	3568	253
SDC4	q32_help_attention	1	6	0	3656	164
SDC4	q33_range_expressions	1	6	0	3757	63
SDC4	q34_copy_actions	1	6	0	3587	239
SDC4	q35_make_believe	1	6	0	3621	198
SDC4	q36_same_age	1	6	0	3614	213
SDC4	q37_respond_positively	1	6	0	3658	167
SDC4	q38_pay_attention	1	6	0	3605	214
SDC4	q39_imaginative_games	0.6676662	6	0	3480	344
SDC4	q40_cooperatively_games	1	6	0	3585	246
S100P	q01_phrases	1	3	0	3732	115
S100P	q02_conversation	1	3	0	3583	118
S100P	q03_odd_phrase	1	0	3	569	3130
S100P	q04_inappropriate_question	1	0	3	556	3148
S100P	q05_pronouns_mixed	0.5767116	0	3	864	2837
S100P	q06_invented_words	1	0	3	611	3089
S100P	q07_same_over	1	0	3	338	3361
S100P	q08_particular_way	1	0	3	542	3297
S100P	q09_expressions_appropriate	0.5697151	3	0	2952	889
S100P	q10_hand_tool	1	0	3	566	3274
S100P	q11_interest_preoccupy	1	0	3	231	3608
S100P	q12_parts_object	1	0	3	252	3593
S100P	q13_interests_intensity	1	0	3	521	3320
S100P	q14_senses	1	0	3	311	3527
S100P	q15_odd_ways	1	0	3	232	3610
S100P	q16_complicated_movements	1	0	3	344	3496
S100P	q17_injured_deliberately	0.2138931	1	2	295	3543
S100P	q18_objects_carry	1	0	3	372	3467
S100P	q19_best_friend	1	2	1	3039	810
S100P	q20_talk_friendly	1	3	0	3578	255
S100P	q21_copy_you	1	3	0	3285	554
S100P	q22_point_things	1	3	0	3433	398
S100P	q23_gestures_wanted	0.1394303	1	2	2915	921
S100P	q24_nod_head	1	3	0	3574	259
S100P	q25_shake_head	1	3	0	3604	233
S100P	q26_look_directly	1	3	0	3656	172
S100P	q27_smile_back	1	3	0	3729	102
S100P	q28_things_interested	1	3	0	3756	73
S100P	q29_share	1	3	0	3626	204
S100P	q30_join_enjoyment	1	3	0	3727	88
S100P	q31_comfort	1	3	0	3571	253
S100P	q32_help_attention	1	3	0	3659	164
S100P	q33_range_expressions	1	3	0	3760	63
S100P	q34_copy_actions	1	3	0	3590	239
S100P	q35_make_believe	1	3	0	3624	198
S100P	q36_same_age	1	3	0	3617	213
S100P	q37_respond_positively	1	3	0	3661	167
S100P	q38_pay_attention	1	3	0	3608	214
S100P	q39_imaginative_games	1	3	0	3483	344
S100P	q40_cooperatively_games	1	3	0	3588	246
ZNF552	q01_phrases	1	18	1	3717	114
ZNF552	q02_conversation	1	17	1	3569	117
ZNF552	q03_odd_phrase	0.1629185	5	13	564	3120
ZNF552	q04_inappropriate_question	0.1774113	5	13	551	3138
ZNF552	q05_pronouns_mixed	0.5907046	3	15	861	2825
ZNF552	q06_invented_words	0.197901	5	13	606	3079
ZNF552	q07_same_over	0.017991	5	13	333	3351
ZNF552	q08_particular_way	0.5147426	4	15	538	3285
ZNF552	q09_expressions_appropriate	0.7846077	14	5	2941	884
ZNF552	q10_hand_tool	0.7691154	2	17	564	3260
ZNF552	q11_interest_preoccupy	0.08745627	3	15	228	3596
ZNF552	q12_parts_object	0.6466767	2	17	250	3579
ZNF552	q13_interests_intensity	0.4992504	4	15	517	3308
ZNF552	q14_senses	0.05547226	4	15	307	3515
ZNF552	q15_odd_ways	0.6271864	2	17	230	3596
ZNF552	q16_complicated_movements	0.006496752	6	13	338	3486
ZNF552	q17_injured_deliberately	0.6596702	2	17	294	3528
ZNF552	q18_objects_carry	0.4207896	3	16	369	3454
ZNF552	q19_best_friend	0.1494253	12	7	3029	804
ZNF552	q20_talk_friendly	1	18	1	3563	254
ZNF552	q21_copy_you	0.3488256	18	1	3270	553
ZNF552	q22_point_things	0.1154423	15	4	3421	394
ZNF552	q23_gestures_wanted	0.2943528	12	7	2904	916
ZNF552	q24_nod_head	0.137931	16	3	3561	256
ZNF552	q25_shake_head	0.1034483	16	3	3591	230
ZNF552	q26_look_directly	0.04797601	16	3	3643	169
ZNF552	q27_smile_back	0.01349325	16	3	3716	99
ZNF552	q28_things_interested	1	19	0	3740	73
ZNF552	q29_share	0.6061969	17	2	3612	202
ZNF552	q30_join_enjoyment	1	19	0	3711	88
ZNF552	q31_comfort	0.6421789	17	2	3557	251
ZNF552	q32_help_attention	0.6306847	19	0	3643	164
ZNF552	q33_range_expressions	0.2708646	18	1	3745	62
ZNF552	q34_copy_actions	0.1024488	16	3	3577	236
ZNF552	q35_make_believe	1	18	1	3609	197
ZNF552	q36_same_age	0.07996002	16	3	3604	210
ZNF552	q37_respond_positively	0.2098951	17	2	3647	165
ZNF552	q38_pay_attention	0.08745627	16	3	3595	211
ZNF552	q39_imaginative_games	0.02348826	14	5	3472	339
ZNF552	q40_cooperatively_games	0.03248376	15	4	3576	242
CADM3	q01_phrases	0.1944028	6	1	3729	114
CADM3	q02_conversation	1	6	0	3580	118
CADM3	q03_odd_phrase	1	1	5	568	3128
CADM3	q04_inappropriate_question	1	1	5	555	3146
CADM3	q05_pronouns_mixed	0.6256872	2	4	862	2836
CADM3	q06_invented_words	1	1	5	610	3087
CADM3	q07_same_over	1	1	5	337	3359
CADM3	q08_particular_way	0.06446777	3	4	539	3296
CADM3	q09_expressions_appropriate	1	5	2	2950	887
CADM3	q10_hand_tool	1	1	6	565	3271
CADM3	q11_interest_preoccupy	0.3603198	1	6	230	3605
CADM3	q12_parts_object	0.3728136	1	6	251	3590
CADM3	q13_interests_intensity	1	1	6	520	3317
CADM3	q14_senses	0.115942	2	5	309	3525
CADM3	q15_odd_ways	0.3408296	1	6	231	3607
CADM3	q16_complicated_movements	1	1	6	343	3493
CADM3	q17_injured_deliberately	1	1	6	295	3539
CADM3	q18_objects_carry	0.1429285	2	5	370	3465
CADM3	q19_best_friend	0.1669165	4	3	3037	808
CADM3	q20_talk_friendly	0.3623188	6	1	3575	254
CADM3	q21_copy_you	0.05847076	4	3	3284	551
CADM3	q22_point_things	0.03348326	4	3	3432	395
CADM3	q23_gestures_wanted	0.06796602	3	4	2913	919
CADM3	q24_nod_head	0.3848076	6	1	3571	258
CADM3	q25_shake_head	0.3488256	6	1	3601	232
CADM3	q26_look_directly	0.03598201	5	2	3654	170
CADM3	q27_smile_back	1	7	0	3725	102
CADM3	q28_things_interested	0.1289355	6	1	3753	72
CADM3	q29_share	0.3133433	6	1	3623	203
CADM3	q30_join_enjoyment	1	7	0	3723	88
CADM3	q31_comfort	0.3868066	6	1	3568	252
CADM3	q32_help_attention	1	7	0	3655	164
CADM3	q33_range_expressions	0.1074463	6	1	3757	62
CADM3	q34_copy_actions	0.06896552	5	2	3588	237
CADM3	q35_make_believe	0.3118441	6	1	3621	197
CADM3	q36_same_age	0.3228386	6	1	3614	212
CADM3	q37_respond_positively	0.2528736	6	1	3658	166
CADM3	q38_pay_attention	0.05397301	5	2	3606	212
CADM3	q39_imaginative_games	1	6	1	3480	343
CADM3	q40_cooperatively_games	0.3873063	6	1	3585	245
OLIG1	q01_phrases	1	2	0	3733	115
OLIG1	q02_conversation	1	2	0	3584	118
OLIG1	q03_odd_phrase	1	0	2	569	3131
OLIG1	q04_inappropriate_question	1	0	2	556	3149
OLIG1	q05_pronouns_mixed	1	0	2	864	2838
OLIG1	q06_invented_words	1	0	2	611	3090
OLIG1	q07_same_over	1	0	2	338	3362
OLIG1	q08_particular_way	0.2508746	1	1	541	3299
OLIG1	q09_expressions_appropriate	0.4097951	1	1	2954	888
OLIG1	q10_hand_tool	1	0	2	566	3275
OLIG1	q11_interest_preoccupy	1	0	2	231	3609
OLIG1	q12_parts_object	1	0	2	252	3594
OLIG1	q13_interests_intensity	1	0	2	521	3321
OLIG1	q14_senses	1	0	2	311	3528
OLIG1	q15_odd_ways	0.1204398	1	1	231	3612
OLIG1	q16_complicated_movements	0.171914	1	1	343	3498
OLIG1	q17_injured_deliberately	1	0	2	296	3543
OLIG1	q18_objects_carry	1	0	2	372	3468
OLIG1	q19_best_friend	1	2	0	3039	811
OLIG1	q20_talk_friendly	1	2	0	3579	255
OLIG1	q21_copy_you	1	2	0	3286	554
OLIG1	q22_point_things	1	2	0	3434	398
OLIG1	q23_gestures_wanted	1	2	0	2914	923
OLIG1	q24_nod_head	1	2	0	3575	259
OLIG1	q25_shake_head	1	2	0	3605	233
OLIG1	q26_look_directly	1	2	0	3657	172
OLIG1	q27_smile_back	1	2	0	3730	102
OLIG1	q28_things_interested	1	2	0	3757	73
OLIG1	q29_share	1	2	0	3627	204
OLIG1	q30_join_enjoyment	1	2	0	3728	88
OLIG1	q31_comfort	1	2	0	3572	253
OLIG1	q32_help_attention	1	2	0	3660	164
OLIG1	q33_range_expressions	1	2	0	3761	63
OLIG1	q34_copy_actions	1	2	0	3591	239
OLIG1	q35_make_believe	1	2	0	3625	198
OLIG1	q36_same_age	1	2	0	3618	213
OLIG1	q37_respond_positively	1	2	0	3662	167
OLIG1	q38_pay_attention	1	2	0	3609	214
OLIG1	q39_imaginative_games	1	2	0	3484	344
OLIG1	q40_cooperatively_games	1	2	0	3589	246
PPM1F	q01_phrases	1	8	0	3727	115
PPM1F	q02_conversation	1	8	0	3578	118
PPM1F	q03_odd_phrase	0.6096952	2	6	567	3127
PPM1F	q04_inappropriate_question	1	1	7	555	3144
PPM1F	q05_pronouns_mixed	1	2	6	862	2834
PPM1F	q06_invented_words	0.6086957	2	6	609	3086
PPM1F	q07_same_over	0.6516742	0	7	338	3357
PPM1F	q08_particular_way	1	1	7	541	3293
PPM1F	q09_expressions_appropriate	1	6	2	2949	887
PPM1F	q10_hand_tool	1	1	7	565	3270
PPM1F	q11_interest_preoccupy	1	0	8	231	3603
PPM1F	q12_parts_object	1	1	7	251	3589
PPM1F	q13_interests_intensity	1	1	7	520	3316
PPM1F	q14_senses	0.6376812	0	8	311	3522
PPM1F	q15_odd_ways	1	0	8	232	3605
PPM1F	q16_complicated_movements	0.6341829	0	8	344	3491
PPM1F	q17_injured_deliberately	0.6406797	0	8	296	3537
PPM1F	q18_objects_carry	0.6171914	0	8	372	3462
PPM1F	q19_best_friend	0.2088956	8	0	3033	811
PPM1F	q20_talk_friendly	0.6711644	8	0	3573	255
PPM1F	q21_copy_you	1	7	1	3281	553
PPM1F	q22_point_things	1	7	1	3429	397
PPM1F	q23_gestures_wanted	0.6976512	7	1	2909	922
PPM1F	q24_nod_head	0.6546727	8	0	3569	259
PPM1F	q25_shake_head	1	8	0	3599	233
PPM1F	q26_look_directly	1	8	0	3651	172
PPM1F	q27_smile_back	1	8	0	3724	102
PPM1F	q28_things_interested	1	8	0	3751	73
PPM1F	q29_share	0.3613193	7	1	3622	203
PPM1F	q30_join_enjoyment	1	8	0	3722	88
PPM1F	q31_comfort	0.6596702	8	0	3566	253
PPM1F	q32_help_attention	1	8	0	3654	164
PPM1F	q33_range_expressions	1	8	0	3755	63
PPM1F	q34_copy_actions	1	8	0	3585	239
PPM1F	q35_make_believe	1	8	0	3619	198
PPM1F	q36_same_age	1	8	0	3612	213
PPM1F	q37_respond_positively	1	8	0	3656	167
PPM1F	q38_pay_attention	1	8	0	3603	214
PPM1F	q39_imaginative_games	1	7	1	3479	343
PPM1F	q40_cooperatively_games	0.6856572	8	0	3583	246
C1orf52	q01_phrases	1	3	0	3732	115
C1orf52	q02_conversation	1	3	0	3583	118
C1orf52	q03_odd_phrase	1	0	3	569	3130
C1orf52	q04_inappropriate_question	1	0	3	556	3148
C1orf52	q05_pronouns_mixed	0.1314343	2	1	862	2839
C1orf52	q06_invented_words	0.07646177	2	1	609	3091
C1orf52	q07_same_over	1	0	3	338	3361
C1orf52	q08_particular_way	1	0	3	542	3297
C1orf52	q09_expressions_appropriate	1	2	1	2953	888
C1orf52	q10_hand_tool	1	0	3	566	3274
C1orf52	q11_interest_preoccupy	1	0	3	231	3608
C1orf52	q12_parts_object	1	0	3	252	3593
C1orf52	q13_interests_intensity	0.3558221	1	2	520	3321
C1orf52	q14_senses	0.2268866	1	2	310	3528
C1orf52	q15_odd_ways	1	0	3	232	3610
C1orf52	q16_complicated_movements	1	0	3	344	3496
C1orf52	q17_injured_deliberately	1	0	2	296	3543
C1orf52	q18_objects_carry	0.2798601	1	2	371	3468
C1orf52	q19_best_friend	1	2	1	3039	810
C1orf52	q20_talk_friendly	0.1924038	2	1	3579	254
C1orf52	q21_copy_you	0.3738131	2	1	3286	553
C1orf52	q22_point_things	0.2678661	2	1	3434	397
C1orf52	q23_gestures_wanted	1	2	1	2914	922
C1orf52	q24_nod_head	1	3	0	3574	259
C1orf52	q25_shake_head	1	3	0	3604	233
C1orf52	q26_look_directly	1	3	0	3656	172
C1orf52	q27_smile_back	0.06696652	2	1	3730	101
C1orf52	q28_things_interested	1	3	0	3756	73
C1orf52	q29_share	1	3	0	3626	204
C1orf52	q30_join_enjoyment	1	3	0	3727	88
C1orf52	q31_comfort	0.181909	2	1	3572	252
C1orf52	q32_help_attention	1	3	0	3659	164
C1orf52	q33_range_expressions	1	3	0	3760	63
C1orf52	q34_copy_actions	0.17991	2	1	3591	238
C1orf52	q35_make_believe	0.1494253	2	1	3625	197
C1orf52	q36_same_age	1	3	0	3617	213
C1orf52	q37_respond_positively	0.1324338	2	1	3662	166
C1orf52	q38_pay_attention	0.1729135	2	1	3609	213
C1orf52	q39_imaginative_games	0.2458771	2	1	3484	343
C1orf52	q40_cooperatively_games	0.1989005	2	1	3589	245
MRGPRF	q01_phrases	1	6	0	3729	115
MRGPRF	q02_conversation	1	6	0	3580	118
MRGPRF	q03_odd_phrase	1	1	5	568	3128
MRGPRF	q04_inappropriate_question	0.6071964	0	6	556	3145
MRGPRF	q05_pronouns_mixed	0.6406797	2	4	862	2836
MRGPRF	q06_invented_words	1	1	5	610	3087
MRGPRF	q07_same_over	0.6751624	0	6	338	3358
MRGPRF	q08_particular_way	0.6021989	0	6	542	3294
MRGPRF	q09_expressions_appropriate	0.133933	3	3	2952	886
MRGPRF	q10_hand_tool	1	1	5	565	3272
MRGPRF	q11_interest_preoccupy	1	0	6	231	3605
MRGPRF	q12_parts_object	0.3258371	1	5	251	3591
MRGPRF	q13_interests_intensity	0.6106947	0	6	521	3317
MRGPRF	q14_senses	1	0	6	311	3524
MRGPRF	q15_odd_ways	1	0	6	232	3607
MRGPRF	q16_complicated_movements	0.6696652	0	6	344	3493
MRGPRF	q17_injured_deliberately	1	0	6	296	3539
MRGPRF	q18_objects_carry	0.6551724	0	6	372	3464
MRGPRF	q19_best_friend	0.3523238	6	0	3035	811
MRGPRF	q20_talk_friendly	0.3333333	5	1	3576	254
MRGPRF	q21_copy_you	0.5957021	6	0	3282	554
MRGPRF	q22_point_things	0.6246877	6	0	3430	398
MRGPRF	q23_gestures_wanted	0.6386807	4	2	2912	921
MRGPRF	q24_nod_head	1	6	0	3571	259
MRGPRF	q25_shake_head	0.3283358	5	1	3602	232
MRGPRF	q26_look_directly	1	6	0	3653	172
MRGPRF	q27_smile_back	1	6	0	3726	102
MRGPRF	q28_things_interested	1	6	0	3753	73
MRGPRF	q29_share	1	6	0	3623	204
MRGPRF	q30_join_enjoyment	1	6	0	3724	88
MRGPRF	q31_comfort	1	6	0	3568	253
MRGPRF	q32_help_attention	1	6	0	3656	164
MRGPRF	q33_range_expressions	1	5	0	3758	63
MRGPRF	q34_copy_actions	1	6	0	3587	239
MRGPRF	q35_make_believe	1	6	0	3621	198
MRGPRF	q36_same_age	1	6	0	3614	213
MRGPRF	q37_respond_positively	1	6	0	3658	167
MRGPRF	q38_pay_attention	1	6	0	3605	214
MRGPRF	q39_imaginative_games	0.6816592	6	0	3480	344
MRGPRF	q40_cooperatively_games	1	6	0	3585	246
ABHD2	q01_phrases	1	1	0	3734	115
ABHD2	q02_conversation	1	1	0	3585	118
ABHD2	q03_odd_phrase	1	0	1	569	3132
ABHD2	q04_inappropriate_question	1	0	1	556	3150
ABHD2	q05_pronouns_mixed	1	0	1	864	2839
ABHD2	q06_invented_words	1	0	1	611	3091
ABHD2	q07_same_over	1	0	1	338	3363
ABHD2	q08_particular_way	1	0	1	542	3299
ABHD2	q09_expressions_appropriate	1	1	0	2954	889
ABHD2	q10_hand_tool	1	0	1	566	3276
ABHD2	q11_interest_preoccupy	1	0	1	231	3610
ABHD2	q12_parts_object	1	0	1	252	3595
ABHD2	q13_interests_intensity	1	0	1	521	3322
ABHD2	q14_senses	1	0	1	311	3529
ABHD2	q15_odd_ways	1	0	1	232	3612
ABHD2	q16_complicated_movements	1	0	1	344	3498
ABHD2	q17_injured_deliberately	1	0	1	296	3544
ABHD2	q18_objects_carry	1	0	1	372	3469
ABHD2	q19_best_friend	1	1	0	3040	811
ABHD2	q20_talk_friendly	1	1	0	3580	255
ABHD2	q21_copy_you	1	1	0	3287	554
ABHD2	q22_point_things	1	1	0	3435	398
ABHD2	q23_gestures_wanted	1	1	0	2915	923
ABHD2	q24_nod_head	1	1	0	3576	259
ABHD2	q25_shake_head	1	1	0	3606	233
ABHD2	q26_look_directly	1	1	0	3658	172
ABHD2	q27_smile_back	1	1	0	3731	102
ABHD2	q28_things_interested	1	1	0	3758	73
ABHD2	q29_share	1	1	0	3628	204
ABHD2	q30_join_enjoyment	1	1	0	3729	88
ABHD2	q31_comfort	1	1	0	3573	253
ABHD2	q32_help_attention	1	1	0	3661	164
ABHD2	q33_range_expressions	1	1	0	3762	63
ABHD2	q34_copy_actions	1	1	0	3592	239
ABHD2	q35_make_believe	1	1	0	3626	198
ABHD2	q36_same_age	1	1	0	3619	213
ABHD2	q37_respond_positively	1	1	0	3663	167
ABHD2	q38_pay_attention	1	1	0	3610	214
