GENEA   N_A     GENEB   N_B     N_CO_OCCUR      N_CO_OCCUR_NORM SWAP_GENEA      SWAP_N_A        SWAP_GENEB      SWAP_N_B        SWAP_N_CO_OCCUR SWAP_N_CO_OCCUR_NORM
RBM45	23	CARHSP1	2	235.5047	0.9910578	CARHSP1	10	RBM45	2	56.696	0.3446297
ISG15	34	NIT1	3	80.56015	0.376684	NIT1	20	ISG15	3	24.63889	0.2803365
IL7R	23	SERTM1	2	235.5047	0.8809402	SERTM1	14	IL7R	2	103.3544	0.7087893
ETV4	20	DSTN	2	188.2669	0.7922703	DSTN	12	ETV4	2	78.81654	0.4668062
SUPT3H	23	RNF151	3	34.1129	0.38813	RNF151	38	SUPT3H	3	101.3841	0.7742865
EIF2B1	22	MAP3K7CL	3	30.78941	0.3599136	MAP3K7CL	30	EIF2B1	3	61.70308	0.5674067
OSGIN2	32	DHRS9	3	70.87181	0.7732274	DHRS9	27	OSGIN2	3	48.98621	0.5497205
HOXC9	10	OR5A1	2	56.696	0.4771796	OR5A1	24	HOXC9	2	251.7873	0.8241166
HTR3B	31	MANEAL	3	66.22073	0.6811983	MANEAL	33	HTR3B	3	75.65279	0.7900151
MED10	23	SLC31A2	2	235.5047	0.7341169	SLC31A2	7	MED10	2	28.93908	0.2029705
GSKIP	13	IL18BP	2	90.80593	0.7076522	IL18BP	22	GSKIP	2	219.4755	0.8209808
CTSH	12	MBD4	2	78.81654	0.2334031	MBD4	10	CTSH	2	56.696	0.3711397
NMD3	50	COQ10B	3	173.5506	0.9737879	COQ10B	22	NMD3	3	30.78941	0.5854594
FAM19A5	14	LIN7C	2	103.3544	0.4027212	LIN7C	15	FAM19A5	2	116.4206	0.6350875
CDO1	7	HMBS	2	28.93908	0.5277232	HMBS	26	CDO1	2	285.0314	0.7552267
IZUMO2	29	TAS2R16	3	57.32241	0.5807289	TAS2R16	32	IZUMO2	3	70.87181	0.8063657
TIMMDC1	12	TDRKH	2	78.81654	0.491375	TDRKH	24	TIMMDC1	2	251.7873	0.784873
YME1L1	77	NEU2	5	49.92625	0.9882533	NEU2	54	YME1L1	5	19.99402	0.5920922
TAS2R38	11	NDST3	3	5.593507	0.08630878	NDST3	47	TAS2R38	3	154.3254	0.7215961
MRPL1	32	RMND1	3	70.87181	0.629628	RMND1	30	MRPL1	3	61.70308	0.5097044
PGLYRP1	15	RALYL	2	116.4206	0.7258143	RALYL	17	PGLYRP1	2	143.9559	0.9647917
NOX3	29	SERBP1	3	57.32241	0.6075317	SERBP1	32	NOX3	3	70.87181	0.8947345
CTRB2	31	PARVA	3	66.22073	0.7018407	PARVA	28	CTRB2	3	53.08227	0.6784205
PRKAB2	21	DNAJC25-GNG10	2	203.7218	0.5715386	DNAJC25-GNG10	9	PRKAB2	2	46.6644	0.3709296
CELSR1	609	TTN	92	0.0762671	0.0762671	TTN	2425	CELSR1	92	4.498135	0.9625841
TP53TG3D	12	UTP14C	3	7.000644	0.1363903	UTP14C	67	TP53TG3D	3	293.1637	0.9595444
OBP2A	8	LDHAL6A	2	37.39176	0.163181	LDHAL6A	14	OBP2A	2	103.3544	0.4510477
PRB2	12	PAICS	2	78.81654	0.6756406	PAICS	23	PRB2	2	235.5047	0.9176461
VEGFC	41	STXBP6	3	118.1619	0.8103371	STXBP6	21	VEGFC	3	27.63039	0.4435677
MROH9	73	HHATL	5	43.79264	0.9214474	HHATL	56	MROH9	5	22.05668	0.5569175
THAP9	36	CRIPT	2	460.5605	0.7896143	CRIPT	5	THAP9	2	14.76972	0.168047
PDE8A	64	ING2	3	270.999	0.929236	ING2	9	PDE8A	3	3.291701	0.06259157
CCR1	9	MT1F	2	46.6644	0.3491102	MT1F	19	CCR1	2	173.136	0.8905064
HARBI1	13	RORB	2	90.80593	0.7359583	RORB	21	HARBI1	2	203.7218	0.9208122
KIF3C	44	RPS13	2	606.326	0.7560174	RPS13	5	KIF3C	2	14.76972	0.2670336
TMEM200B	13	MUT	2	90.80593	0.7501113	MUT	23	TMEM200B	2	235.5047	0.9543519
GPIHBP1	19	PPP2R5A	3	21.81774	0.2346359	PPP2R5A	24	GPIHBP1	3	37.59768	0.2636994
TST	28	SUOX	2	319.0581	0.8951131	SUOX	11	TST	2	67.43061	0.7041539
HSPA6	17	TP53INP2	2	143.9559	0.9647917	TP53INP2	14	HSPA6	2	103.3544	0.531592
ULBP3	14	PLA2G2A	2	103.3544	0.4993743	PLA2G2A	12	ULBP3	2	78.81654	0.3685312
CLDN9	25	SEC63	3	41.24043	0.4885088	SEC63	35	CLDN9	3	85.5904	0.7203681
IQCJ	6	RBM39	2	21.3734	0.3364579	RBM39	39	IQCJ	2	514.9805	0.7223853
TOMM5	11	TTC29	3	5.593507	0.06102641	TTC29	31	TOMM5	3	66.22073	0.3818839
RPF1	20	CXCL13	2	188.2669	0.850957	CXCL13	17	RPF1	2	143.9559	0.8974806
SPRR1A	3	TTR	2	4.808618	0.0247326	TTR	16	SPRR1A	2	129.9663	0.1823094
THAP8	26	CXCL2	2	285.0314	0.8440769	CXCL2	7	THAP8	2	28.93908	0.3247527
BEND5	48	TPRKB	3	160.6557	0.8513548	TPRKB	15	BEND5	3	12.28251	0.2316372
MRPL1	32	POTEC	3	70.87181	0.629628	POTEC	27	MRPL1	3	48.98621	0.4046554
DKK4	10	CA6	2	56.696	0.6008928	CA6	26	DKK4	2	285.0314	0.5775263
CDH22	73	MTBP	5	43.79264	0.8327154	MTBP	58	CDH22	5	24.2273	0.5890678
NUDT15	7	KMO	2	28.93908	0.4194723	KMO	37	NUDT15	2	478.6492	0.8952291
PPM1J	25	C16orf91	2	268.3026	0.9199902	C16orf91	10	PPM1J	2	56.696	0.7599527
ASPHD1	37	LGALS12	3	96.00578	0.8080287	LGALS12	27	ASPHD1	3	48.98621	0.6413406
COQ6	18	MYOZ2	2	158.3561	0.5923545	MYOZ2	15	COQ6	2	116.4206	0.762105
GDF6	36	OR13C8	3	90.74008	0.8627096	OR13C8	30	GDF6	3	61.70308	0.7116627
AHNAK2	902	RNF213	49	3.103955	0.9177373	RNF213	808	AHNAK2	49	2.210305	0.8426443
BPIFA1	31	PDHA2	4	14.65375	0.3197515	PDHA2	67	BPIFA1	4	95.45122	0.8182384
MMP7	36	LIPT2	3	90.74008	0.6364251	LIPT2	23	MMP7	3	34.1129	0.3774963
EFCAB7	9	FBXW4	2	46.6644	0.3418371	FBXW4	24	EFCAB7	2	251.7873	0.784873
TOR1A	22	SOX14	3	30.78941	0.2255458	SOX14	18	TOR1A	3	19.16951	0.128474
OVGP1	57	RNF14	5	23.12857	0.605611	RNF14	75	OVGP1	5	46.81416	0.9704306
KRTAP19-7	17	OLIG3	3	16.69645	0.3252893	OLIG3	53	KRTAP19-7	3	193.4396	0.9647861
LYG1	15	TRIM43	2	116.4206	0.7258143	TRIM43	14	LYG1	2	103.3544	0.5960274
ICA1L	11	ZNF480	3	5.593507	0.07933434	ZNF480	40	ICA1L	3	112.4654	0.5959827
IL22	17	DNAJC15	2	143.9559	0.7628585	DNAJC15	18	IL22	2	158.3561	0.7157617
RD3	26	C16orf91	2	285.0314	0.9773522	C16orf91	10	RD3	2	56.696	0.6185661
OR5H2	19	STXBP3	3	21.81774	0.3230494	STXBP3	44	OR5H2	3	135.8365	0.9738903
TRMU	26	IGFL3	2	285.0314	0.9329271	IGFL3	11	TRMU	2	67.43061	0.6200758
PHOSPHO2	16	SGCE	3	14.40035	0.2109778	SGCE	51	PHOSPHO2	3	180.11	0.9263763
METTL7B	19	MRPS28	2	173.136	0.9444765	MRPS28	10	METTL7B	2	56.696	0.2209165
AL137026.1	12	ABHD10	2	78.81654	0.4422375	ABHD10	15	AL137026.1	2	116.4206	0.4173432
TTN	2425	PKD1	140	0.8094387	0.324482	PKD1	1040	TTN	140	0.03612886	0.03612886
M6PR	20	IGFBP6	2	188.2669	0.9683303	IGFBP6	16	M6PR	2	129.9663	0.7494942
OR8D2	7	PPP1R3C	2	28.93908	0.2751377	PPP1R3C	27	OR8D2	2	301.9556	0.5647549
C10orf67	8	TWF1	2	37.39176	0.3904689	TWF1	28	C10orf67	2	319.0581	0.9945701
UQCR10	6	DAPK2	2	21.3734	0.3331266	DAPK2	42	UQCR10	2	569.7365	0.8879933
RPS26	3	CDKL2	2	4.808618	0.04346943	CDKL2	27	RPS26	2	301.9556	0.3765033
RPS12	6	PDCD7	2	21.3734	0.2565075	PDCD7	38	RPS12	2	496.7921	0.6194415
RSPH9	13	OR10C1	2	90.80593	0.311367	OR10C1	16	RSPH9	2	129.9663	0.7292376
PHACTR2	57	C22orf42	4	66.62285	0.9760829	C22orf42	38	PHACTR2	4	24.94387	0.4509802
TXNDC17	4	RPL12	2	9.214026	0.1622794	RPL12	57	TXNDC17	2	842.4764	0.6565434
SLC51B	13	CD52	2	90.80593	0.4104383	CD52	15	SLC51B	2	116.4206	0.5987968
VNN3	17	CDC42SE2	2	143.9559	0.3814293	CDC42SE2	5	VNN3	2	14.76972	0.09668459
SNRPD2	12	GLRX2	2	78.81654	0.7616312	GLRX2	29	SNRPD2	2	336.3229	0.8911298
TTN	2425	FLG	104	3.033239	0.8831189	FLG	704	TTN	104	0.06294223	0.06294223
CALML5	20	NTF3	3	24.63889	0.2764963	NTF3	37	CALML5	3	96.00578	0.7481747
VNN3	17	CBLN2	2	143.9559	0.9423547	CBLN2	10	VNN3	2	56.696	0.3711397
PPBP	9	CHP2	2	46.6644	0.3854758	CHP2	23	PPBP	2	235.5047	0.6239993
SPATS1	15	CCRL2	3	12.28251	0.2258941	CCRL2	54	SPATS1	3	200.2049	0.9049161
CWC27	21	BBS4	3	27.63039	0.4091158	BBS4	40	CWC27	3	112.4654	0.7888006
RGS7	47	M6PR	3	154.3254	0.8899686	M6PR	20	RGS7	3	24.63889	0.4109042
HIBCH	33	TMEM129	3	75.65279	0.7900151	TMEM129	29	HIBCH	3	57.32241	0.553926
OR13J1	16	GIN1	2	129.9663	0.8305206	GIN1	20	OR13J1	2	188.2669	0.8216136
RBM18	13	BCCIP	2	90.80593	0.5519687	BCCIP	21	RBM18	2	203.7218	0.9525644
CNTD2	39	IL36B	3	106.8718	0.7995394	IL36B	20	CNTD2	3	24.63889	0.3494606
TMEM256-PLSCR3	26	KRTAP4-1	2	285.0314	0.9773522	KRTAP4-1	11	TMEM256-PLSCR3	2	67.43061	0.6200758
LIN7A	15	GNG3	2	116.4206	0.2177443	GNG3	7	LIN7A	2	28.93908	0.1443346
SNX24	17	ANXA10	2	143.9559	0.9647917	ANXA10	15	SNX24	2	116.4206	0.5625061
SFR1	21	CMC2	2	203.7218	0.9525644	CMC2	9	SFR1	2	46.6644	0.4218415
PKD1	1040	LAMA5	57	2.528008	0.8108852	LAMA5	884	PKD1	57	1.549823	0.6212819
S100A10	4	SP140L	2	9.214026	0.127813	SP140L	53	S100A10	2	770.4349	0.960642
CYSTM1	13	LEO1	2	90.80593	0.6651931	LEO1	17	CYSTM1	2	143.9559	0.8301696
ICK	53	SLC51B	3	193.4396	0.9949356	SLC51B	13	ICK	3	8.583282	0.1605352
HOGA1	52	RNASEK-C17orf49	3	186.7405	0.8149523	RNASEK-C17orf49	14	HOGA1	3	10.34354	0.2192522
IGFL2	25	MDH1	2	268.3026	0.3763596	MDH1	6	IGFL2	2	21.3734	0.1365819
CA3	23	CDKN3	2	235.5047	0.8442344	CDKN3	9	CA3	2	46.6644	0.392749
ABCG5	87	PTPN7	6	29.88617	0.8244781	PTPN7	87	ABCG5	6	29.88617	0.8291362
PPCS	10	OR4X1	2	56.696	0.7069327	OR4X1	27	PPCS	2	301.9556	0.988321
PCOLCE2	22	CCDC85B	2	219.4755	0.8893959	CCDC85B	12	PCOLCE2	2	78.81654	0.5159437
SERTAD4	27	SKA2	2	301.9556	0.9412581	SKA2	11	SERTAD4	2	67.43061	0.567527
KCNJ16	82	ELN	8	6.172578	0.2866939	ELN	134	KCNJ16	8	26.25701	0.7325445
CYP2A7	92	MRPL37	6	34.59336	0.4690808	MRPL37	45	CYP2A7	6	4.483793	0.1600356
DYDC2	9	TSPAN8	2	46.6644	0.1600088	TSPAN8	12	DYDC2	2	78.81654	0.4053843
FAM210B	26	STX5	3	45.03776	0.5124309	STX5	40	FAM210B	3	112.4654	0.8413873
IK	34	ZNF384	4	18.70757	0.2682507	ZNF384	51	IK	4	51.45065	0.5853955
SLC30A1	45	PRR5	4	38.07495	0.4510125	PRR5	34	SLC30A1	4	18.70757	0.2711664
ZNF454	25	DEDD	2	268.3026	0.8781725	DEDD	13	ZNF454	2	90.80593	0.9482539
SLC8B1	68	TCTEX1D2	2	1035.572	0.9684272	TCTEX1D2	3	SLC8B1	2	4.808618	0.125162
GGN	27	POFUT1	3	48.98621	0.5955306	POFUT1	36	GGN	3	90.74008	0.7778529
CSMD1	653	OBSCN	65	0.2520698	0.1299244	OBSCN	1352	CSMD1	65	3.420176	0.7996049
GPR151	12	GP1BB	2	78.81654	0.58965	GP1BB	23	GPR151	2	235.5047	0.8809402
UQCRQ	39	HNRNPA3	3	106.8718	0.9994242	HNRNPA3	32	UQCRQ	3	70.87181	0.9499651
RSPH9	13	PLA2G2E	2	90.80593	0.5519687	PLA2G2E	19	RSPH9	2	173.136	0.9714616
BEST1	40	IQCJ	2	533.2058	0.7479508	IQCJ	6	BEST1	2	21.3734	0.2531762
EFNA4	15	NPIPB6	2	116.4206	0.3084711	NPIPB6	9	EFNA4	2	46.6644	0.2327401
ZNF879	31	CLK4	3	66.22073	0.8153737	CLK4	38	ZNF879	3	101.3841	0.8690971
NFXL1	39	FAXC	3	106.8718	0.949453	FAXC	27	NFXL1	3	48.98621	0.5878956
GPR171	15	PPP1R1B	2	116.4206	0.2903257	PPP1R1B	9	GPR171	2	46.6644	0.1818282
S100P	10	CDS1	2	56.696	0.3004464	CDS1	17	S100P	2	143.9559	0.5833624
ARHGAP8	67	DNAJC15	4	95.45122	0.5058201	DNAJC15	18	ARHGAP8	4	3.248342	0.07189285
AOAH	110	UBASH3A	7	27.80904	0.9318802	UBASH3A	104	AOAH	7	23.88366	0.8710686
DDX39B	18	LIPK	3	19.16951	0.2240825	LIPK	33	DDX39B	3	75.65279	0.5777722
ZNF514	7	MPP5	2	28.93908	0.2255227	MPP5	24	ZNF514	2	251.7873	0.4709238
GAPDHS	20	FAM78B	3	24.63889	0.3379399	FAM78B	39	GAPDHS	3	106.8718	0.5996545
SFRP4	33	RASSF1	3	75.65279	0.7074762	RASSF1	30	SFRP4	3	61.70308	0.6154921
FRG2B	7	TXNL4B	2	28.93908	0.4149618	TXNL4B	40	FRG2B	2	533.2058	0.8310565
DNAJC5B	25	PTMS	2	268.3026	0.961808	PTMS	13	DNAJC5B	2	90.80593	0.7076522
SATB1	39	DEFB134	3	106.8718	0.3331414	DEFB134	8	SATB1	3	2.387348	0.03758138
DYDC2	9	MT1F	2	46.6644	0.3491102	MT1F	19	DYDC2	2	173.136	0.8905064
ETV2	16	RAP2B	2	129.9663	0.708981	RAP2B	20	ETV2	2	188.2669	0.9683303
ZC2HC1C	15	RXFP4	2	116.4206	0.7983957	RXFP4	22	ZC2HC1C	2	219.4755	0.9920185
TXNDC17	4	FAM149B1	2	9.214026	0.1895654	FAM149B1	64	TXNDC17	2	966.3329	0.7530649
DYRK3	50	APOE	4	49.09223	0.84932	APOE	53	DYRK3	4	56.31652	0.8075312
C17orf51	21	ISCA1	2	203.7218	0.5397865	ISCA1	6	C17orf51	2	21.3734	0.1365819
IL22	17	IMMP1L	2	143.9559	0.5384884	IMMP1L	11	IL22	2	67.43061	0.304783
RNPC3	30	OR52I1	2	353.7349	0.7167322	OR52I1	7	RNPC3	2	28.93908	0.2751377
SOX15	14	C8orf76	2	103.3544	0.741007	C8orf76	19	SOX15	2	173.136	0.9174915
RD3	26	NPPA	2	285.0314	0.5775263	NPPA	8	RD3	2	37.39176	0.4079525
ALS2CR12	35	CCL20	3	85.5904	0.6403272	CCL20	24	ALS2CR12	3	37.59768	0.3808992
GLB1L	32	RPL3	4	15.9452	0.2833157	RPL3	51	GLB1L	4	51.45065	0.5853955
AP2S1	11	ROPN1B	2	67.43061	0.4939587	ROPN1B	25	AP2S1	2	268.3026	0.794537
MPZL2	16	C10orf67	2	129.9663	0.405132	C10orf67	8	MPZL2	2	37.39176	0.2039763
PKD1	1040	OBSCN	77	0.6528744	0.3365112	OBSCN	1352	PKD1	77	1.596272	0.6399022
SLC25A45	23	BANF1	2	235.5047	0.4404701	BANF1	5	SLC25A45	2	14.76972	0.09208056
XAF1	40	ZDHHC17	3	112.4654	0.8063295	ZDHHC17	22	XAF1	3	30.78941	0.379109
TRAPPC12	85	MFSD11	6	28.09648	0.6393526	MFSD11	73	TRAPPC12	6	18.53434	0.574865
SH3RF1	48	DCTN2	4	44.52816	0.5690944	DCTN2	46	SH3RF1	4	40.1727	0.7951889
LRRC63	27	NBN	3	48.98621	0.7405957	NBN	38	LRRC63	3	101.3841	0.9955112
ADH5	25	CTXN3	2	268.3026	0.7109016	CTXN3	7	ADH5	2	28.93908	0.19846
IRF2BP1	78	UCP2	4	131.4974	0.9222855	UCP2	18	IRF2BP1	4	3.248342	0.08708147
ALG11	28	KCNE3	2	319.0581	0.5967421	KCNE3	5	ALG11	2	14.76972	0.1243088
SLC30A10	57	UQCRQ	4	66.62285	0.893012	UQCRQ	39	SLC30A10	4	26.64929	0.5025817
ZNF772	36	LILRA5	3	90.74008	0.8485668	LILRA5	31	ZNF772	3	66.22073	0.7534466
CCK	7	SMIM22	2	28.93908	0.2931796	SMIM22	29	CCK	2	336.3229	0.6290328
ZNF799	34	CLDN12	3	80.56015	0.7910364	CLDN12	32	ZNF799	3	70.87181	0.9499651
MRPL27	7	ZNF696	2	28.93908	0.3518155	ZNF696	31	MRPL27	2	371.28	0.9258852
C2orf50	11	MYLIP	3	5.593507	0.1054885	MYLIP	53	C2orf50	3	193.4396	0.69344
CLN6	32	CLDN1	3	70.87181	0.4860286	CLDN1	24	CLN6	3	37.59768	0.3750392
HAND2	16	LCE5A	2	129.9663	0.2835924	LCE5A	7	HAND2	2	28.93908	0.2841587
ZNF391	29	MIXL1	3	57.32241	0.5717946	MIXL1	31	ZNF391	3	66.22073	0.8360161
CTAGE6	12	STYX	2	78.81654	0.4053843	STYX	12	CTAGE6	2	78.81654	0.3439625
GLRX5	10	TPRG1	2	56.696	0.441833	TPRG1	23	GLRX5	2	235.5047	0.8442344
ALG5	17	CLDN10	2	143.9559	0.8526066	CLDN10	15	ALG5	2	116.4206	0.8165411
BTN1A1	22	HIST1H3J	2	219.4755	0.5815281	HIST1H3J	10	BTN1A1	2	56.696	0.4064863
RABGGTB	26	FAM71C	2	285.0314	0.9773522	FAM71C	11	RABGGTB	2	67.43061	0.5780368
EPHX3	49	USE1	4	46.78448	0.8093949	USE1	48	EPHX3	4	44.52816	0.6940175
FGF22	41	UQCR10	2	551.4604	0.859508	UQCR10	6	FGF22	2	21.3734	0.2731638
CSTF3	33	RPL26	2	406.7168	0.7606922	RPL26	6	CSTF3	2	21.3734	0.2165323
LAMA5	884	TTN	112	0.09770621	0.09770621	TTN	2425	LAMA5	112	2.251575	0.7222165
DNAJC24	3	RGPD8	2	4.808618	0.08618938	RGPD8	44	DNAJC24	2	606.326	0.4725109
PRKAA1	46	CELF5	4	40.1727	0.7513596	CELF5	55	PRKAA1	4	61.37599	0.8322493
ARL2	15	FRZB	2	116.4206	0.762105	FRZB	18	ARL2	2	158.3561	0.8885317
SERPINB8	32	TMEM209	3	70.87181	0.7290429	TMEM209	33	SERPINB8	3	75.65279	0.8489714
ASPA	14	CD5	3	10.34354	0.1934578	CD5	54	ASPA	3	200.2049	0.5616721
KRTAP20-4	5	HTR1B	3	0.5869879	0.006953099	HTR1B	39	KRTAP20-4	3	106.8718	0.2165419
USE1	48	CHCHD1	2	679.4789	0.9531343	CHCHD1	3	USE1	2	4.808618	0.08319149
ICAM3	41	RCCD1	3	118.1619	0.7366701	RCCD1	22	ICAM3	3	30.78941	0.4318963
MRAP2	6	CCR10	2	21.3734	0.2165323	CCR10	34	MRAP2	2	424.584	0.9926373
PAQR8	8	NOV	2	37.39176	0.3147062	NOV	19	PAQR8	2	173.136	0.5936709
OR10H1	20	DEFA5	2	188.2669	0.4988368	DEFA5	10	OR10H1	2	56.696	0.4948529
HMGN4	7	AP3S2	2	28.93908	0.1804182	AP3S2	15	HMGN4	2	116.4206	0.3084711
ISY1-RAB43	19	TRIM34	2	173.136	0.8365363	TRIM34	13	ISY1-RAB43	2	90.80593	0.6793461
CHRM2	33	RPS11	2	406.7168	0.6339102	RPS11	6	CHRM2	2	21.3734	0.313139
MYO6	60	SMCO3	2	895.9415	0.558567	SMCO3	4	MYO6	2	9.214026	0.1895654
PLEC	1468	TTN	195	0.01985644	0.01985644	TTN	2425	PLEC	195	0.1656906	0.09407899
TRIM64C	18	OBP2A	2	158.3561	0.6910802	OBP2A	8	TRIM64C	2	37.39176	0.3904689
HESX1	12	TAS2R38	2	78.81654	0.3685312	TAS2R38	11	HESX1	2	67.43061	0.3258025
ARPC4	38	NEU2	4	24.94387	0.4937456	NEU2	54	ARPC4	4	58.82244	0.7242789
NUP43	26	PDCL3	3	45.03776	0.3439605	PDCL3	22	NUP43	3	30.78941	0.2927297
MYL7	25	CDC26	3	41.24043	0.3663816	CDC26	25	MYL7	3	41.24043	0.3342429
CXCL13	17	CDS1	2	143.9559	0.7628585	CDS1	17	CXCL13	2	143.9559	0.6506735
ZNF143	46	WIPF1	4	40.1727	0.5384744	WIPF1	36	ZNF143	4	21.7079	0.3315732
RPL35A	11	TXNL1	2	67.43061	0.5359977	TXNL1	17	RPL35A	2	143.9559	0.4487403
ZNF416	35	RNF141	3	85.5904	0.5869666	RNF141	17	ZNF416	3	16.69645	0.174355
WBP11	26	TADA3	3	45.03776	0.4001173	TADA3	30	WBP11	3	61.70308	0.5097044
DCAKD	26	CBR3	2	285.0314	0.9329271	CBR3	10	DCAKD	2	56.696	0.4595063
C14orf28	11	NEU3	2	67.43061	0.525488	NEU3	22	C14orf28	2	219.4755	0.7183582
NTSR1	54	MAP4K5	4	58.82244	0.8342959	MAP4K5	38	NTSR1	4	24.94387	0.4781946
LYRM9	11	EIF4H	2	67.43061	0.4939587	EIF4H	19	LYRM9	2	173.136	0.4857308
POLR3F	11	SDCBP	2	67.43061	0.2942733	SDCBP	12	POLR3F	2	78.81654	0.2334031
IL17B	29	MAP2K3	3	57.32241	0.7772833	MAP2K3	29	IL17B	3	57.32241	0.5181888
ZNF506	23	CACYBP	2	235.5047	0.7341169	CACYBP	10	ZNF506	2	56.696	0.3799763
MAP2K5	23	ASB17	2	235.5047	0.9176461	ASB17	11	MAP2K5	2	67.43061	0.4309001
FAM153A	16	PILRB	2	129.9663	0.3848754	PILRB	10	FAM153A	2	56.696	0.335793
NTN4	51	DHRS1	4	51.45065	0.553319	DHRS1	30	NTN4	4	13.42227	0.27196
NBPF20	14	CUEDC2	2	103.3544	0.531592	CUEDC2	15	NBPF20	2	116.4206	0.5625061
PCGF2	35	REEP2	3	85.5904	0.987171	REEP2	31	PCGF2	3	66.22073	0.6708771
SOX5	49	RABL3	2	697.7291	0.9787347	RABL3	3	SOX5	2	4.808618	0.09443358
TMEM200B	13	AP1M2	3	8.583282	0.1257526	AP1M2	41	TMEM200B	3	118.1619	0.4788356
AC117834.1	3	HTR3C	2	4.808618	0.1146693	HTR3C	69	AC117834.1	2	1052.687	0.9844332
C5orf49	6	ELF5	2	21.3734	0.313139	ELF5	34	C5orf49	2	424.584	0.7941098
TRIM74	6	RIT1	2	21.3734	0.07328786	RIT1	7	TRIM74	2	28.93908	0.07216728
KRTAP2-4	21	MME	3	27.63039	0.615827	MME	52	KRTAP2-4	3	186.7405	0.8731632
CABP5	17	CST9L	2	143.9559	0.4711773	CST9L	15	CABP5	2	116.4206	0.5987968
LY6H	34	SYNDIG1L	3	80.56015	0.9793783	SYNDIG1L	32	LY6H	3	70.87181	0.938919
SAAL1	30	LHX5	3	61.70308	0.7982163	LHX5	40	SAAL1	3	112.4654	0.9991474
PAPSS1	35	MTFR1L	3	85.5904	0.8671097	MTFR1L	31	PAPSS1	3	66.22073	0.7431254
CEBPG	42	GTF2E1	3	123.958	0.9853267	GTF2E1	26	CEBPG	3	45.03776	0.5615681
SLU7	18	FRG1	2	158.3561	0.6663988	FRG1	15	SLU7	2	116.4206	0.8165411
OR10G9	11	EDDM3A	2	67.43061	0.4729392	EDDM3A	23	OR10G9	2	235.5047	0.8075286
TRMT112	35	HADH	3	85.5904	0.89379	HADH	30	TRMT112	3	61.70308	0.5770238
PARP11	9	GPX3	2	46.6644	0.2691058	GPX3	16	PARP11	2	129.9663	0.303849
EGR3	40	NDUFA8	2	533.2058	0.9972678	NDUFA8	6	EGR3	2	21.3734	0.3397892
RPL35A	11	OR11H6	2	67.43061	0.3468221	OR11H6	11	RPL35A	2	67.43061	0.2101952
ARPC5L	12	CSTA	2	78.81654	0.2702562	CSTA	11	ARPC5L	2	67.43061	0.3152928
C9orf3	105	TTC9C	5	101.83	0.9998889	TTC9C	29	C9orf3	5	3.353885	0.1291162
SPATA9	14	PPID	2	103.3544	0.8859866	PPID	31	SPATA9	2	371.28	0.983753
ACTA2	17	RGS1	2	143.9559	0.5833624	RGS1	15	ACTA2	2	116.4206	0.6169421
SRGN	9	FGL1	2	46.6644	0.4872996	FGL1	27	SRGN	2	301.9556	0.8941952
LGALS12	27	ANGPT4	3	48.98621	0.6947857	ANGPT4	41	LGALS12	3	118.1619	0.9945047
CCDC127	39	STYXL1	3	106.8718	0.9827672	STYXL1	32	CCDC127	3	70.87181	0.8947345
BTN2A1	34	GINS3	3	80.56015	0.5524698	GINS3	23	BTN2A1	3	34.1129	0.420031
TMEM39B	50	CHST1	4	49.09223	0.6656832	CHST1	47	TMEM39B	4	42.324	0.7454195
OR4K17	21	METTL18	2	203.7218	0.7938036	METTL18	12	OR4K17	2	78.81654	0.5282281
OTUD6B	15	MRPL46	2	116.4206	0.4536339	MRPL46	12	OTUD6B	2	78.81654	0.3439625
NKX3-1	26	LY6E	2	285.0314	0.9773522	LY6E	13	NKX3-1	2	90.80593	0.7925705
SPERT	65	HINT1	2	983.7555	0.9199709	HINT1	4	SPERT	2	9.214026	0.2067986
HIGD1A	10	CNPY3	2	56.696	0.6362395	CNPY3	33	HIGD1A	2	406.7168	0.8874742
RAD51B	34	DKK3	3	80.56015	0.665475	DKK3	32	RAD51B	3	70.87181	0.8726423
INTS6	58	RPS19	3	227.8807	0.816904	RPS19	14	INTS6	3	10.34354	0.2531073
TPT1	12	OR1A1	2	78.81654	0.4790906	OR1A1	21	TPT1	2	203.7218	0.7302994
ACOT7	56	PCYOX1L	4	63.97639	0.9173671	PCYOX1L	42	ACOT7	4	32.10972	0.6455976
TFF3	8	LEKR1	2	37.39176	0.3321899	LEKR1	28	TFF3	2	319.0581	0.9448416
MEIG1	14	DTYMK	2	103.3544	0.4349389	DTYMK	14	MEIG1	2	103.3544	0.4671566
PRPF4	24	SLC30A9	3	37.59768	0.5039589	SLC30A9	36	PRPF4	3	90.74008	0.8485668
PTBP3	43	DERL2	3	129.8505	0.7083492	DERL2	16	PTBP3	3	14.40035	0.1593555
CAMK1	20	MOB1B	2	188.2669	0.9976737	MOB1B	15	CAMK1	2	116.4206	0.7258143
NUP62	37	ZNF766	3	96.00578	0.8229922	ZNF766	27	NUP62	3	48.98621	0.7940408
PMP22	16	ARFIP1	2	129.9663	0.7494942	ARFIP1	19	PMP22	2	173.136	0.9714616
NFATC3	92	ZFP62	7	16.93439	0.4170253	ZFP62	79	NFATC3	7	10.84583	0.31104
DCP1A	46	AASDHPPT	3	148.0769	0.8077758	AASDHPPT	15	DCP1A	3	12.28251	0.1856926
